State,County,latitude,longitude,NO2_AQI_p1,NO2_AQI_p2,NO2_AQI_p3,O3_AQI_p1,O3_AQI_p2,O3_AQI_p3,SO2_AQI_p1,SO2_AQI_p2,SO2_AQI_p3,CO_AQI_p1,CO_AQI_p2,CO_AQI_p3
California,Kern,35.34713623333335,-119.03421553333331,48.44967216098694,48.44967216098694,48.44967216098694,46.33360114189646,43.58452184571269,41.52325211778808,0.0,0.0,0.0,13.668934227063255,13.668934227063255,13.668934227063255
California,Los Angeles,33.94209095276066,-118.27783568020126,31.596522102490162,30.039197450121954,26.94124288690134,17.543685094493622,21.54779077193632,27.404920207914287,1.12912419610265,1.2163347633863857,1.2752368380982757,8.092695983421413,6.9565161487708185,4.072122050695588
California,Orange,33.67464000000011,-117.92568000000021,9.491934714259648,12.542557586573775,17.6301748190836,37.69905609172061,40.541877332975446,44.49242095712302,0.0,0.0,0.0,1.6136420468761936,3.059833294571615,4.616399663111521
California,Riverside,33.999579999999895,-117.41601000000055,27.319386432504103,25.798213451359988,23.043475623848636,19.15471744102979,26.765578205615306,37.456694886696,0.267829688402701,0.267829688402701,0.267829688402701,6.82258064516129,6.82258064516129,6.82258064516129
California,Sacramento,38.581110664970716,-121.35906627834807,10.482340509964827,11.116990612932849,11.329354622368317,25.370788171880466,27.264331450074508,34.1615997183158,0.21594012626510234,0.24087519703142096,0.25225232397795655,5.806451612903228,5.806451612903228,5.806451612903228
California,San Bernardino,34.39846532387415,-117.37111139639175,24.921145520122316,22.998051068669117,25.974398456517235,19.192404479261498,24.968834253683852,35.18969754669288,1.025239073235979,0.744524187499255,0.7153545082752688,5.784253806219841,5.338238905459209,5.12466695647731
California,San Diego,32.78409325691687,-117.03758971549017,21.23290503929141,16.360914486390463,11.195175930815797,28.98291871070857,38.824275311960236,47.666827245945115,0.0,0.0,0.0,6.548094127529309,5.936164437915766,5.558113158063307
California,San Francisco,37.76594599999999,-122.39904399999979,32.22403173660388,28.77703032928889,26.168468634951914,19.72168484887839,22.301468589600944,24.911842719268314,5.709677419354839,5.709677419354839,5.709677419354839,10.290322580645162,10.290322580645162,10.290322580645162
California,Santa Barbara,34.566872892733386,-120.29070265749327,2.3581885628164665,1.5270045438420117,1.2691151547028114,42.760463929521904,41.73403579879529,35.43146195789895,0.2882324743852847,0.29039081565610014,0.3745938201243255,2.3125,2.3125,2.3125
California,Santa Clara,37.343316000000016,-121.87234050000005,22.566036056355173,22.355803503425452,22.21814192150126,25.95121918625256,30.169649077313533,33.46275860948916,0.2254380174197969,0.23938196646945994,0.24547904922426464,7.9498079299293956,6.4798426473453485,5.910001742845221
California,Santa Cruz,,,4.13968155777533,4.13968155777533,4.13968155777533,25.934086847498598,29.62849859652561,30.232362552003877,3.2014457558850755,3.2014457558850755,3.2014457558850755,4.415334809144074,4.538489289351247,4.572293842336336
California,Solano,38.10250699999982,-122.23797600000029,15.067920374937215,14.48371179732841,14.35292053633141,21.969498243290452,27.121738776417605,33.167801699739066,0.8890128490565279,0.6941363586473741,0.5496454837094438,8.451612903225808,8.451612903225808,8.451612903225808
California,Ventura,34.25239000000004,-119.14318199999987,21.082693440132378,22.33679533039761,22.41922229449727,40.40139314454315,38.03138430365847,34.21629117841292,0.30929334934432207,0.05581541349309527,0.0,16.0,16.0,16.0
Colorado,Adams,39.838119,-104.9498400000002,37.841997920568346,36.383896413464,35.48226022596225,37.952584626804125,41.975892688468974,44.2626342411303,0.7733688527039961,1.696845854010953,1.8119360494379437,3.6747731495283156,3.363829795818508,2.9665101779347895
Colorado,Denver,39.761949555555496,-104.99868600694435,43.577586206896555,43.577586206896555,43.577586206896555,35.16752698525984,41.71257483238564,46.90815702122963,1.3088593736231626,2.3442740132875013,2.7091795313353457,6.579242011336782,6.758354639615296,6.910014381299753
Colorado,Jackson,,,2.246255007686169,2.246255007686169,2.246255007686169,39.352243973876654,35.06399262630961,32.55731508252297,0.0,0.0,0.0,1.475265618227105,1.7844279441268562,1.7844279441268562
Connecticut,Fairfield,41.11833299999996,-73.33666700000002,16.198808769212608,15.907218934206448,15.615629099200287,36.08989484320426,40.20359584943076,40.20359584943076,2.786292966214543,2.786292966214543,2.786292966214543,2.8442183943013473,2.8442183943013473,2.8442183943013473
Connecticut,Hartford,41.784722,-72.63166700000004,18.216562106744206,17.10990565255865,17.10990565255865,38.212907343198424,37.89212515768353,37.89212515768353,0.7035156494359533,0.7035156494359533,0.7035156494359533,3.5887701935775413,3.5887701935775413,3.5887701935775413
Connecticut,Litchfield,41.821342000000016,-73.29725700000007,5.993148637139508,5.486722172121436,5.1834114089081496,32.25402828956193,33.930659201410776,35.03549550660884,0.6111053329137444,0.6926960631994833,0.7380377370899867,2.088080801073497,2.0236122920038264,1.9991617811986693
Connecticut,New Haven,41.30140000000004,-72.90287100000009,24.158241541723644,23.479454560763536,23.16375528550167,27.069688869137043,31.52978007569501,31.99953970053459,0.06213752118971988,0.0,0.0,4.4627854681966985,4.331648876734472,4.251527299059213
Country Of Mexico,BAJA CALIFORNIA NORTE,,,41.70953412722443,38.688724246762405,37.30121039307621,17.78184241512974,22.018117549076045,23.62246296790308,7.095362182969188,7.095362182969188,7.095362182969188,23.385544512659752,9.542800119450177,16.124264182446293
Delaware,New Castle,39.739443999999956,-75.55805599999992,22.843878453971556,20.662243629795057,18.95079738538219,31.98829175486771,33.8597605572238,34.694620692748316,1.405253218637142,1.4740933496349946,1.4740933496349946,4.044947545497266,3.921699774148909,3.864464775271843
District Of Columbia,District of Columbia,38.917571645833284,-76.98522347916673,24.475064121603406,23.787492062474897,21.199620441863985,20.07350242324776,22.689514263090715,28.21532731862486,1.4469021062440266,1.410394420263135,1.5272553444900308,5.519316238525578,4.659502589463703,4.215330550804052
Florida,Hillsborough,27.93125801236266,-82.37117968681329,19.741935483870968,19.741935483870968,19.741935483870968,34.37824761300368,35.68793891833236,36.193272148705574,3.1378931940941266,2.781279193660877,2.975727547525418,4.4232378101909715,4.442655913501991,4.453089005022232
Florida,Orange,28.596389000000055,-81.36249999999966,8.39045659331161,8.058724456844217,7.854812820378035,34.33758117494901,36.489872930189605,37.72765392936527,0.24732719667927366,0.0,0.0,4.955698790240134,4.900671591985019,4.449105314103368
Georgia,DeKalb,33.68780000000005,-84.2905,17.599167483364024,17.15067557365465,16.24309130756845,28.163856194644033,30.139560545109163,31.491158751538954,0.0,0.0,0.0,4.269975046869977,4.412885893671444,4.811381061320419
Hawaii,Honolulu,21.343951999999987,-158.09625112499995,10.056163589872655,9.772777297261229,9.591837227885199,28.386817201197804,27.86365148253878,27.527069880489194,3.543323130375377,3.5788531726414656,3.595321241247226,1.4333333333333331,1.4333333333333331,1.4333333333333331
Idaho,Ada,43.600699,-116.3478530000001,21.862113356782277,22.213947612878638,22.318436488115445,27.517984728179144,29.80635191780083,32.608990626863374,0.5209498331247955,0.5209498331247955,0.5209498331247955,3.2417814718267106,3.1778855341032646,3.1417738181691677
Illinois,Cook,41.99042809416269,-87.77228948247355,17.367065338744254,16.73669558123569,16.3703825762032,33.932193165504266,33.37560234950247,30.866742053236415,1.2843874900766878,1.241914032924026,1.2771865548033174,2.856070959640525,2.597440994140686,2.42873149232329
Illinois,Saint Clair,38.61203399999994,-90.16047700000001,13.449246287550054,13.752682751853774,14.992103448584617,24.501798610619225,19.97221071874081,18.411502261516546,0.9475968272936683,0.5331630978642715,0.7144166765400157,4.545759693279819,4.361210112782722,4.275742542690989
Indiana,Marion,39.78199837962977,-86.13957341666679,19.413451979836545,18.86745027485899,18.659765915938294,28.737681793175895,29.844405819670847,30.396085599946456,0.0,0.0,0.0,2.862068965517241,2.862068965517241,2.862068965517241
Iowa,Polk,41.60315900000012,-93.64311799999996,12.845188534294538,12.78149768703779,12.717806839781042,27.894504956234,32.15420684157276,33.70938957692724,0.013837909264252197,0.0018580685898960843,0.006293210878063248,3.5697211156097657,3.447973963934262,3.2470461351648416
Iowa,Scott,41.61459250000005,-90.55477749999973,14.144775593932348,13.761516612478179,12.250494945013278,25.200797606982754,31.615978855762677,37.34378380308016,0.5678813685122421,0.5678813685122421,0.5678813685122421,2.8322565519999032,2.8322565519999032,2.8322565519999032
Kansas,Wyandotte,39.117218999999906,-94.63560499999976,19.072597171050052,18.418552205337633,18.16570584201183,25.727525395583065,28.77715623226831,33.84982777406758,1.8438217485159862,1.8438217485159862,1.8438217485159862,5.419354838709676,5.419354838709676,5.419354838709676
Kentucky,Boyd,38.459340000000026,-82.64040999999997,19.214149802957028,18.698567668458463,18.265027644109303,60.30379344371295,45.21385553036679,45.21385553036679,15.023775388291517,15.023775388291517,15.023775388291517,1.6463279823734833,2.9824136041589764,4.518462217568955
Kentucky,Fayette,38.065029999999986,-84.49760999999992,22.670828330278916,15.163141917908604,20.445333095752858,26.15960293688017,36.15813509101863,36.15813509101863,16.903589862074195,16.903589862074195,16.903589862074195,2.233858405283162,2.233858405283162,2.233858405283162
Kentucky,Henderson,,,31.075552798456027,31.075552798456027,31.075552798456027,36.19261546525192,35.82575794085351,35.659066064287245,19.370243803580955,23.57093368343524,23.57093368343524,4.339978278883314,4.461002835878109,4.461002835878109
Kentucky,Jefferson,38.164966212121264,-85.74386939393936,22.698308004855996,22.75811533230301,22.777749411721434,30.8475345470723,43.01944979016672,44.282916822837166,1.5239761410516548,0.9983817113835214,0.472787281715388,4.587648497384005,4.587648497384005,4.587648497384005
Kentucky,McCracken,37.05822,-88.57250999999998,22.609020338233925,22.9262344716911,22.9262344716911,52.13851744303284,49.00099926790233,47.36799053933933,6.603938385389998,6.603938385389998,6.603938385389998,2.7966240748498814,2.7966240748498814,2.7966240748498814
Louisiana,East Baton Rouge,30.48406729999993,-91.19691750000015,17.91386071639366,17.966075087245212,17.94777978105066,35.17048625932463,36.85224813864541,36.99191341012247,0.9805895404839764,0.6640950158230272,0.0,2.2965335866664636,2.279579705926167,2.23700557626799
Maine,Aroostook,46.696431000000096,-68.03300599999984,8.19217765595508,7.467609296794195,6.349880482969901,32.41211413370592,34.932947543394356,35.94027543347944,0.0,0.0,0.0,2.054037723714876,1.9962980039119989,1.965213673292773
Maine,Cumberland,43.66024600000006,-70.26896500000008,13.491574390134542,16.212868681476795,18.087108069840976,34.35105751045857,30.724642855496025,29.189679788235498,0.0,0.0,0.0,1.6388364037956524,1.8638856293335158,2.0211359347581785
Maryland,Baltimore,39.29742474999995,-76.4419830000001,16.873753257915382,17.521117565204612,17.787106514892066,42.574667174807374,47.71057866380105,49.844081068183556,0.0,0.0,0.0,3.1490461053767858,2.7923885925812604,2.7293550907842947
Maryland,Garrett,39.70595000000002,-79.012,2.279805979946045,2.4485789245718697,2.842871093803614,39.312395851250265,39.90221905010999,39.807803948234294,0.07407407407407407,0.07407407407407407,0.07407407407407407,1.2222222222222223,1.2222222222222223,1.2222222222222223
Maryland,Prince George's,39.05527699999996,-76.87833299999988,17.69230769230769,17.69230769230769,17.69230769230769,23.881881571218415,23.740010515491875,30.81633776773989,0.0,0.0,0.0,3.884615384615384,3.884615384615384,3.884615384615384
Massachusetts,Suffolk,42.33451966666684,-71.07860799999983,27.988505747126432,27.988505747126432,27.988505747126432,28.724137931034484,28.724137931034484,28.724137931034484,0.0,0.0,0.0,3.177123951225562,2.9822992171110245,2.666157552501013
Michigan,Kent,42.98417300000004,-85.67133899999997,21.808063514419096,16.927594589078797,16.927594589078797,37.41524985466247,37.41524985466247,37.41524985466247,7.824462365591396,7.824462365591396,7.824462365591396,5.517300675059293,5.517300675059293,5.517300675059293
Michigan,Wayne,42.3140711170281,-83.14353358101626,20.540721426484907,20.240103121597542,19.939484816710177,27.664584434770116,30.001267693089545,36.48784968430702,3.1839005895991104,2.6095006911415872,2.035100792684064,4.441217932825862,4.36141222492632,4.281606517026778
Minnesota,Anoka,45.13767999999996,-93.20761500000003,23.289062058082635,24.22973219744412,20.050888806908794,29.836229136878835,39.88975391299736,45.155477068567194,0.10129093596017166,0.0,0.0,3.4850828901151036,3.452559413397755,3.452559413397755
Missouri,Saint Louis,38.49015,-90.70508999999996,21.93616234903744,21.670016365571776,21.403870382106113,24.889252218655308,22.84734221537565,31.386987028715225,17.457062451996936,17.457062451996936,17.457062451996936,9.027160372043246,8.834549609774019,8.753318944027853
Missouri,St. Louis City,38.6503259444444,-90.23961944444453,20.999015042776765,19.163819466939742,18.47140535789226,27.27917669431696,36.02110392849569,43.709041399218776,1.9457341987649008,1.975181970601774,1.9592019012686108,4.197055467999107,2.7688668468345083,2.5954826096740766
Nevada,Clark,36.08155489473686,-114.99311026315782,20.259259259259263,20.259259259259263,20.259259259259263,55.16729548159528,63.02722870649757,66.06266088333764,0.3579922292750166,0.48689096631574913,0.802972854877453,2.8911858044622067,3.8748620934605023,4.546354364634032
Nevada,Washoe,39.47678700000005,-119.78092393333328,30.76797542870722,29.944186873581163,26.602851576899774,28.23581775960387,32.89706468827946,39.304759841250934,0.39987071292926313,0.6224419343929846,0.7639985554067772,5.311290856060214,5.821480844801483,5.932100725464712
New Hampshire,Hillsborough,,,13.44804621639123,14.029162195357745,13.913488402442672,31.570577963754538,32.3651455789369,32.3651455789369,9.117289036933151,9.117289036933151,9.117289036933151,8.981776552400612,9.2053147495135,9.428852946626387
New Hampshire,Rockingham,42.862531,-71.38014000000004,9.37517111757806,8.637414586565523,7.181256086305134,32.41831711309021,33.227302484222314,33.77610875644045,0.6502001658584893,0.5727541633254295,0.5409367592130958,2.261937561742539,2.2048243511726247,2.1391267626509904
New Jersey,Camden,39.93455900000007,-75.1252189999997,24.16110168640899,22.408878343522748,21.336383865359643,23.990215049963865,28.649552108020785,35.0833950909294,0.0,0.0,0.0,5.580645161290324,5.580645161290324,5.580645161290324
New Jersey,Essex,40.72098900000001,-74.19289199999997,28.4577366450754,27.609981133977232,27.157774800053232,23.592597986150082,28.971975054717696,34.033584165015846,0.4085336264318451,0.3149510200565222,0.3731536916771233,6.419354838709677,6.419354838709677,6.419354838709677
New Mexico,Bernalillo,35.15974999999994,-106.54667499999978,27.085866894895368,22.48551871839871,20.92350109854263,29.77901167764906,35.290247220625325,44.46154545433773,1.4155967180459368,1.1442129795731686,1.0149307848530467,5.931428963768466,4.940267593325324,3.6706801738885093
New York,Bronx,40.84195,-73.89004500000009,24.93846703292446,25.037772915250507,25.208434515523557,33.58549985206801,34.064848940667595,34.64317332561022,0.0,0.0,0.0,3.570641324789888,3.9733616794797544,3.8995711203887624
New York,Monroe,43.1455965,-77.552725,14.382313812758401,15.1213984900403,15.367341931254948,33.86857748721282,33.573130054796444,33.36615862423152,0.11918105819997585,0.027744757913914175,0.015658817900930697,3.538673079906045,3.538673079906045,3.538673079906045
New York,Queens,40.73770200000016,-73.81961199999968,28.346109442742573,26.960811330659563,26.63187634673422,24.960282318587097,29.554989367048258,34.546241319480835,0.9111078455031241,0.0,0.0,4.588009252198164,4.531785406120331,4.531785406120331
New York,Steuben,42.09141999999998,-77.20978000000011,5.186810958096894,5.167397612072287,4.280384840591524,25.535897193134346,30.275924343464027,35.03178827162938,1.5150677272538804,1.9936358758486155,1.9936358758486155,1.8434007642665209,1.84729045203524,1.8505156472684645
New York,Suffolk,40.827989999999865,-73.05753999999985,18.087088005439405,18.28492814158457,18.325521375501083,27.536078839723388,32.15587256328161,35.82746750773434,29.454500074745788,29.40795837783123,24.342021820347952,3.258064516129033,3.258064516129033,3.258064516129033
North Carolina,Forsyth,36.089519750000015,-80.25532849999993,14.836992166490333,22.87289951939352,22.87289951939352,44.237872186196476,48.99406511560786,51.02509678876875,17.65016267139744,16.66866777246779,16.66866777246779,6.664415475055737,6.664415475055737,6.664415475055737
North Carolina,Mecklenburg,35.23925887499992,-80.80980662500025,13.896470929128173,14.484035751821503,14.69396525122185,42.6,42.6,42.6,0.2542070224245413,0.3632258279814168,0.3076000155100899,3.6231176004996297,3.679211361352406,3.8427213381341083
North Carolina,Wake,35.85611100000005,-78.57416700000005,14.26293716068421,12.93018525007374,11.82354459673003,30.225035687833394,34.90595352828712,39.61145638535855,0.27237828658741187,0.2969007035644752,0.28703525408162,2.219811861360031,2.969422999941337,3.7103576194163717
North Dakota,Cass,46.933754000000015,-96.85534999999987,8.871715273580639,7.053912891785329,7.51951389095905,35.772643007984044,36.755393258670175,35.98425094930673,0.002366178441201461,0.0,0.0,2.099667444458832,2.065140354861811,2.0457949436707885
Ohio,Cuyahoga,41.50370794791663,-81.66005819791646,20.015752936653193,18.99969231211015,18.42425245245545,33.10296301983359,34.40098555447919,35.28643251515809,0.7449776906611876,0.0,0.0,4.388765313757794,4.422873301696125,4.440450708456197
Ohio,Hamilton,39.13672729166672,-84.51977687500015,22.277876119668864,22.079043803037084,22.191468364704896,37.713946770885684,42.983777219962064,45.99939779839013,0.0,0.0,0.0,4.339100151919502,4.704896917647802,4.8297159075946965
Oklahoma,Adair,35.75073500000003,-94.66969699999999,4.840627682186181,5.284451927584526,5.284451927584526,30.57729844679509,33.70621159685564,35.63442156977963,1.601823149579825,1.5703270139358303,1.5703270139358303,2.019692692551138,2.019692692551138,2.019692692551138
Oklahoma,Cherokee,35.85408000000003,-94.98596400000018,12.8507971479923,13.951660883991298,14.433058454904089,40.57563461522763,40.36303293985261,40.36303293985261,5.736116094970641,5.736116094970641,5.736116094970641,0.9133418997106046,0.8544919444087093,0.833320087731479
Oklahoma,Kay,36.69718600000003,-97.08134999999996,8.824040481679923,11.020429881452527,11.567132540563067,44.81086997244461,44.65508964865444,44.60398340477195,31.591413845710573,15.819988038773223,17.95477695850746,1.3888225443882567,1.3888225443882567,1.3888225443882567
Oklahoma,Oklahoma,35.53141233333329,-97.51579099999987,16.03514342178636,16.47923764335703,16.741311499596982,42.23792447187788,47.2785746917523,49.865889301823266,0.0,0.0,0.0,5.871689133758066,4.930390812044092,5.168390990894054
Oklahoma,Ottawa,36.92222199999998,-94.83888900000007,15.969934414838733,15.969934414838733,15.969934414838733,53.86061823839327,45.845438500671285,38.65992046208859,0.8668799702657175,3.1328122017758795,3.1328122017758795,0.24111250504207474,0.24111250504207474,0.24111250504207474
Oklahoma,Tulsa,36.16359680000004,-95.96252902500015,13.960666184631458,14.144188738392156,14.014870245577068,39.01468271436455,41.65953684091282,42.781286420357475,0.0,0.0,0.0,3.4663811636251554,3.4570032568500824,3.458873382479504
Oregon,Multnomah,45.51965149999985,-122.59734887500016,17.2707412982711,17.026006415156676,16.240932484883693,17.32311762166701,22.113544525442045,25.338903252941023,0.0,0.09571938143657266,0.06929353805426712,5.612275493213051,5.519251210234954,5.135931858096168
Pennsylvania,Adams,39.921560000000014,-77.30873999999996,5.81279606399049,5.2919004019002385,4.908231311601521,31.180357223446332,33.293872695049544,34.62318007271128,0.26831787065396395,0.39189918395178847,0.49486952008914115,1.3580296510338228,1.3571514875283222,1.3567600994261988
Pennsylvania,Allegheny,40.45439350000008,-79.97552499999988,16.37628853483072,16.71126813385135,16.8726343391514,38.652026819250466,38.92564909307219,38.21849245411232,4.313205388166955,4.115513492439226,3.4589580051577338,4.345931417672776,4.145330296783952,4.051367261493549
Pennsylvania,Beaver,40.74779600000007,-80.31644200000004,27.696931515844497,27.696931515844497,27.696931515844497,25.351361106200365,30.981306313599752,40.332647228750666,30.875430055463426,30.875430055463426,30.875430055463426,3.7724092670918536,3.469536126855899,3.334477752318138
Pennsylvania,Berks,40.448715,-75.87916050000003,13.829133306891846,13.306854521246343,14.131386875444315,40.07948745012662,37.67170735787555,36.240780026035424,5.645161290322582,5.645161290322582,5.645161290322582,0.7493114463909852,0.7493114463909852,0.7493114463909852
Pennsylvania,Blair,40.53527799999999,-78.37083299999995,17.309374067153968,16.869323820291648,16.745855751329426,31.892021628260395,37.177082800681866,44.76923411112784,18.29411985888613,18.039420748592626,18.039420748592626,5.548387096774193,5.548387096774193,5.548387096774193
Pennsylvania,Bucks,40.107221999999986,-74.88222200000013,14.589190805612008,15.65746891936775,16.025757959103228,42.27600482914161,41.485948978552656,41.78323245425473,6.207652491416118,5.630699057137791,5.304455351871131,3.283518807509966,0.6965799869339246,0.6145376587046548
Pennsylvania,Cambria,40.30972199999997,-78.91500000000038,18.354838709677423,18.354838709677423,18.354838709677423,27.401995896583678,35.16860718500916,42.018730249804754,0.0,0.0,0.0,2.3621470656167953,1.6849545205420096,1.3840087598034012
Pennsylvania,Dauphin,40.24699199999999,-76.846988,23.882171636627305,23.882171636627305,23.882171636627305,34.84182505743561,40.08815314123813,40.08815314123813,6.208883235910524,14.139769223550994,14.139769223550994,4.799253285543608,4.799253285543608,4.799253285543608
Pennsylvania,Erie,42.141749999999874,-80.03861099999995,13.17520866515422,12.580508122709146,12.47347514835173,41.453976831531335,44.2447776880867,44.15720321231041,0.544837879752124,0.0,0.0,1.5160445765951653,1.8423215294009139,2.0817565670404528
Pennsylvania,Lackawanna,41.442778000000054,-75.623056,21.492137768584914,19.679306689213163,19.527707788396224,31.650632405734974,38.11862121227354,44.17844587168661,5.009117582287078,8.22452943859923,6.865085865683815,3.0204225237308915,3.258750352228488,3.4193134996707872
Pennsylvania,Lancaster,40.04666700000004,-76.28333300000004,19.48898430894011,19.843649223149438,20.0466405352587,28.365919065730463,39.22845047126001,52.01845162658042,16.30131659596882,20.061080847042504,17.533483716152947,4.168340409936986,4.815546127902024,4.815546127902024
Pennsylvania,Lawrence,40.995848000000024,-80.34644200000002,20.418888479594788,20.27587764130677,20.132866803018754,26.69091060202087,30.89737146900783,37.72757934339736,29.54719906778979,29.54719906778979,29.54719906778979,3.6741175388910854,3.3604643593495767,3.2555465244931185
Pennsylvania,Luzerne,41.265555999999975,-75.84638900000003,21.760058278839562,21.760058278839562,21.760058278839562,33.111276391729604,38.92944797106331,38.92944797106331,9.372206389087523,11.455572819286672,11.220745308991221,3.072372884049358,3.0766968693214016,3.0766968693214016
Pennsylvania,Montgomery,40.11222199999994,-75.30916700000002,27.244325340072134,27.11400159199501,27.11400159199501,26.07615557672358,38.49214272613304,54.07409820866856,9.536284608902283,10.050706073483104,11.376974003899754,1.7555668789022796,2.3881912583599627,2.7557305433992623
Pennsylvania,Northampton,40.62805600000001,-75.341111,21.564408968494334,21.493831992216613,21.423255015938892,26.605402122036814,37.576307337950816,50.26483754612456,13.909028879209679,13.909028879209679,13.909028879209679,7.509474275106054,6.199068306336572,5.429888624179097
Pennsylvania,Philadelphia,40.01187210964896,-75.0846106842108,24.562246221053034,22.16822177052101,20.916540778741727,20.92134655372942,25.890114985130424,33.11120655492082,0.8056643063848941,0.49763455484559815,0.3490422894928582,7.080645161290323,7.080645161290323,7.080645161290323
Pennsylvania,Washington,40.14666699999999,-79.90222200000011,17.320564190215386,15.795960617420494,15.589959015606079,29.329258526525415,32.74694491541271,37.21780014984699,6.48652134392943,6.48652134392943,6.48652134392943,5.535569402724298,5.040254838757151,4.700686428222406
Pennsylvania,Westmoreland,40.30469399999996,-79.50566700000005,17.81491492351636,17.654556385673953,17.494197847831547,32.01555597554315,36.18706943161797,45.51622551579554,21.898527789447424,25.465344604622853,27.07507178739652,0.65631051670521,0.27429026829333003,0.1859945804047579
Pennsylvania,York,39.96527799999994,-76.69944399999989,21.50079159580614,20.114139060549142,19.414270697275413,27.625,27.625,27.625,0.0,0.0,0.0,2.995399129417609,2.142262977869273,1.8143321963228705
Rhode Island,Providence,41.84103899999994,-71.36096999999994,20.244119836495937,17.351833291448063,13.914683454616396,34.534779830691505,36.40162184264671,37.76888306455446,0.20654044216135856,0.20654044216135856,0.20654044216135856,3.9488504956030104,3.562667640729347,3.0218385071278897
South Carolina,Charleston,32.94102300000003,-79.65718699999988,5.730769230769232,5.730769230769232,5.730769230769232,40.12875019598012,39.34551293617885,37.633062273501324,2.9516129914860354,3.4604518022728072,3.4604518022728072,1.8092802051725356,1.9878060328725804,2.063298031888459
South Carolina,Richland,34.093959000000005,-80.962304,18.871212121212125,18.871212121212125,18.871212121212125,37.21464646464647,37.21464646464647,37.21464646464647,0.44949494939549467,0.44949494939549467,0.44949494939549467,2.5126262600767433,2.5126262600767433,2.5126262600767433
South Dakota,Minnehaha,43.54791999999998,-96.70076899999992,14.191087557370567,14.232035716796009,14.221796083445586,30.820990509164368,36.832140757064295,41.04241299455167,0.21688579168505856,0.20949423657830402,0.20210268147154947,2.5549981024584847,2.511433872640837,2.490384903936831
South Dakota,Union,42.751518000000026,-96.70720799999998,5.519219691229655,5.519219691229655,5.519219691229655,23.007987882038964,24.350565537757312,25.380619079957366,0.5189530230653808,0.5189530230653808,0.5189530230653808,1.496617912097886,1.6547929555871295,1.6547929555871295
Tennessee,Blount,35.621648444444425,-83.8801635,1.1724137931034482,1.1724137931034482,1.1724137931034482,38.75143824986989,39.90333743457857,39.90333743457857,0.014698121194795723,0.008001043428431722,0.01105251170892241,1.8539703872168418,1.883645776418991,1.8981138725582254
Texas,Bexar,29.44125313461541,-98.44188627564108,14.735832455884198,14.390818255077711,13.328623967783809,31.98180951218345,33.4613374940512,34.47514106657346,0.2419354838709677,0.2419354838709677,0.2419354838709677,5.555280996914352,5.405554206237804,5.316299689908187
